Recommendations,"We strongly recommend against initiation of long-term opioid therapy for chronic pain. We recommend alternatives to opioid therapy such as self-management strategies and other non-pharmacological treatments. When pharmacologic therapies are used, we recommend non-opioids over opioids. If prescribing opioid therapy for patients with chronic pain, we recommend a short duration. Note: Consideration of opioid therapy beyond 90 days requires reevaluation and discussion with patient of risks and benefits.",Consideration of opioid therapy beyond 90 days requires what?,reevaluation and discussion with patient of risks and benefits,,,,
Recommendations,"For patients currently on long-term opioid therapy, we recommend ongoing risk mitigation strategies, assessment for opioid use disorder, and consideration for tapering when risks exceed benefits. We recommend against long-term opioid therapy for pain in patients with untreated substance use disorder. For patients currently on long-term opioid therapy with evidence of untreated substance use disorder, we recommend close monitoring, including engagement in substance use disorder treatment, and discontinuation of opioid therapy for pain with appropriate tapering.",What is recommended for patients currently on long-term opioid therapy?,"ongoing risk mitigation strategies, assessment for opioid use disorder, and consideration for tapering when risks exceed benefits",,,,
Recommendations,"For patients currently on long-term opioid therapy, we recommend ongoing risk mitigation strategies, assessment for opioid use disorder, and consideration for tapering when risks exceed benefits. We recommend against long-term opioid therapy for pain in patients with untreated substance use disorder. For patients currently on long-term opioid therapy with evidence of untreated substance use disorder, we recommend close monitoring, including engagement in substance use disorder treatment, and discontinuation of opioid therapy for pain with appropriate tapering.",What is the stance regarding the long-term opioid therapy for pain in patients with untreated substance use disorder?,recommend against,,,,
Recommendations,"For patients currently on long-term opioid therapy, we recommend ongoing risk mitigation strategies, assessment for opioid use disorder, and consideration for tapering when risks exceed benefits. We recommend against long-term opioid therapy for pain in patients with untreated substance use disorder. For patients currently on long-term opioid therapy with evidence of untreated substance use disorder, we recommend close monitoring, including engagement in substance use disorder treatment, and discontinuation of opioid therapy for pain with appropriate tapering.",What is recommended for patients currently on long-term opioid therapy with evidence of untreated substance use disorder?,"close monitoring, including engagement in substance use disorder treatment, and discontinuation of opioid therapy for pain with appropriate tapering",,,,
Recommendations,"We recommend against the concurrent use of benzodiazepines and opioids. Note: For patients currently on long-term opioid therapy and benzodiazepines, consider tapering one or both when risks exceed benefits and obtaining specialty consultation as appropriate. We recommend against long-term opioid therapy for patients less than 30 years of age secondary to higher risk of opioid use disorder and overdose. For patients less than 30 years of age currently on long-term opioid therapy, we recommend close monitoring and consideration for tapering when risks exceed benefits.",What is the stance regarding the concurrent use of benzodiazepines and opioids?,recommend against,,,,
Recommendations,"We recommend against the concurrent use of benzodiazepines and opioids. Note: For patients currently on long-term opioid therapy and benzodiazepines, consider tapering one or both when risks exceed benefits and obtaining specialty consultation as appropriate. We recommend against long-term opioid therapy for patients less than 30 years of age secondary to higher risk of opioid use disorder and overdose. For patients less than 30 years of age currently on long-term opioid therapy, we recommend close monitoring and consideration for tapering when risks exceed benefits.",What to consider for patients currently on long-term opioid therapy and benzodiazepines?,consider tapering one or both when risks exceed benefits and obtaining specialty consultation as appropriate,,,,
Recommendations,"We recommend against the concurrent use of benzodiazepines and opioids. Note: For patients currently on long-term opioid therapy and benzodiazepines, consider tapering one or both when risks exceed benefits and obtaining specialty consultation as appropriate. We recommend against long-term opioid therapy for patients less than 30 years of age secondary to higher risk of opioid use disorder and overdose. For patients less than 30 years of age currently on long-term opioid therapy, we recommend close monitoring and consideration for tapering when risks exceed benefits.",What is the stance regarding long-term opioid therapy for patients less than 30 years of age secondary to higher risk of opioid use disorder and overdose?,recommend against,,,,
Recommendations,"We recommend against the concurrent use of benzodiazepines and opioids. Note: For patients currently on long-term opioid therapy and benzodiazepines, consider tapering one or both when risks exceed benefits and obtaining specialty consultation as appropriate. We recommend against long-term opioid therapy for patients less than 30 years of age secondary to higher risk of opioid use disorder and overdose. For patients less than 30 years of age currently on long-term opioid therapy, we recommend close monitoring and consideration for tapering when risks exceed benefits.",What to recommend for patients less than 30 years of age currently on long-term opioid therapy?,close monitoring and consideration for tapering when risks exceed benefits,,,,
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid therapy, starting with an informed consent conversation covering the risks and benefits of opioid therapy as well as alternative therapies. The strategies and their frequency should be commensurate with risk factors and include ongoing, random urine drug testing (including appropriate confirmatory testing), checking state prescription drug monitoring programs, monitoring for overdose potential and suicidality, providing overdose education, prescribing of naloxone rescue and accompanying education.",What is recommended upon initiation of long-term opioid therapy?,implementing risk mitigation strategies,,,,
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid therapy, starting with an informed consent conversation covering the risks and benefits of opioid therapy as well as alternative therapies. The strategies and their frequency should be commensurate with risk factors and include ongoing, random urine drug testing (including appropriate confirmatory testing), checking state prescription drug monitoring programs, monitoring for overdose potential and suicidality, providing overdose education, prescribing of naloxone rescue and accompanying education.",How to implement the risk mitigation strategies upon initiation of long-term opioid therapy?,starting with an informed consent conversation covering the risks and benefits of opioid therapy as well as alternative therapies,,,,
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid therapy, starting with an informed consent conversation covering the risks and benefits of opioid therapy as well as alternative therapies. The strategies and their frequency should be commensurate with risk factors and include ongoing, random urine drug testing (including appropriate confirmatory testing), checking state prescription drug monitoring programs, monitoring for overdose potential and suicidality, providing overdose education, prescribing of naloxone rescue and accompanying education.",What should be commensurate with risk factors?,The strategies and their frequency,,,,
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid therapy, starting with an informed consent conversation covering the risks and benefits of opioid therapy as well as alternative therapies. The strategies and their frequency should be commensurate with risk factors and include ongoing, random urine drug testing (including appropriate confirmatory testing), checking state prescription drug monitoring programs, monitoring for overdose potential and suicidality, providing overdose education, prescribing of naloxone rescue and accompanying education.",What are included in the strategies and their frequency?,"ongoing, random urine drug testing (including appropriate confirmatory testing), checking state prescription drug monitoring programs, monitoring for overdose potential and suicidality, providing overdose education, prescribing of naloxone rescue and accompanying education",,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",What is recommended when considering initiating or continuing long-term opioid therapy?,assessing suicide risk and intervening when necessary,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",When is assessing suicide risk and intervening recommended?,when considering initiating or continuing long-term opioid therapy,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",When is it recommended to evaluate benefits of continued opioid therapy and risk for opioid-related adverse events?,at least every three months,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",What is recommended at least every 3 months?,evaluating benefits of continued opioid therapy and risk for opioid-related adverse events,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",What risk is recommended to be evaluated at least every 3 months?,risk for opioid-related adverse events,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",What benefits are recommended to be evaluated at least every 3 months?,benefits of continued opioid therapy,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ","If prescribing opioids, what is the recommended dose?",lowest dose of opioids as indicated by patient-specific risks and benefits,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",The lowest dose of opioids is prescribed indicated by which factor?,patient-specific risks and benefits,,,,
Recommendations,"We recommend assessing suicide risk and intervening when necessary when considering initiating or continuing long-term opioid therapy. We recommend evaluating benefits of continued opioid therapy and risk for opioid-related adverse events at least every three months. If prescribing opioids, we recommend prescribing the lowest dose of opioids as indicated by patient-specific risks and benefits. Note: There is no absolutely safe dose of opioids. ",What kind of dose of opioids do not exist?,absolutely safe,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",What is recommended as opioid dosage and risk increase?,more frequent monitoring for adverse events including opioid use disorder and overdose,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",When is it recommended more frequent monitoring for adverse events?,As opioid dosage and risk increase,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",When do the risks for opioid use disorder start?,at any dose,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",How do the risks for opioid use disorder increase?,in a dose dependent manner,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",At what range of dose the risks for overdose and death significantly increase?,20- 50 mg morphine equivalent daily dose,,,,
Recommendations,"As opioid dosage and risk increase, we recommend more frequent monitoring for adverse events including opioid use disorder and overdose. Note: Risks for opioid use disorder start at any dose and increase in a dose dependent manner. Risks for overdose and death significantly increase at a range of 20- 50 mg morphine equivalent daily dose.",What does significantly increase at a range of 20- 50 mg morphine equivalent daily dose?,Risks for overdose and death,,,,
Recommendations,"We recommend against opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain. Note: For patients who are currently prescribed doses over 90 mg morphine equivalent daily dose, evaluate for tapering to reduced dose or to discontinuation. We recommend against prescribing long-acting opioids for acute pain, as an as-needed medication, or on initiation of long-term opioid therapy. ",What is the stance regarding opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain?,recommend against,,,,
Recommendations,"We recommend against opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain. Note: For patients who are currently prescribed doses over 90 mg morphine equivalent daily dose, evaluate for tapering to reduced dose or to discontinuation. We recommend against prescribing long-acting opioids for acute pain, as an as-needed medication, or on initiation of long-term opioid therapy. ",What to do for patients who are currently prescribed doses over 90 mg morphine equivalent daily dose?,evaluate for tapering to reduced dose or to discontinuation,,,,
Recommendations,"We recommend against opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain. Note: For patients who are currently prescribed doses over 90 mg morphine equivalent daily dose, evaluate for tapering to reduced dose or to discontinuation. We recommend against prescribing long-acting opioids for acute pain, as an as-needed medication, or on initiation of long-term opioid therapy. ",For whom to evaluate for tapering to reduced dose or to discontinuation?,patients who are currently prescribed doses over 90 mg morphine equivalent daily dose,,,,
Recommendations,"We recommend against opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain. Note: For patients who are currently prescribed doses over 90 mg morphine equivalent daily dose, evaluate for tapering to reduced dose or to discontinuation. We recommend against prescribing long-acting opioids for acute pain, as an as-needed medication, or on initiation of long-term opioid therapy. ",What is the stance regarding prescribing long-acting opioids for acute pain?,recommend against,,,,
Recommendations,"We recommend against opioid doses over 90 mg morphine equivalent daily dose for treating chronic pain. Note: For patients who are currently prescribed doses over 90 mg morphine equivalent daily dose, evaluate for tapering to reduced dose or to discontinuation. We recommend against prescribing long-acting opioids for acute pain, as an as-needed medication, or on initiation of long-term opioid therapy. ",What is the stance regarding prescribing long-acting opioids as an as-needed medication?,recommend against,,,,
Recommendations,We recommend tapering to reduced dose or to discontinuation of long-term opioid therapy when risks of long-term opioid therapy outweigh benefits. Note: Abrupt discontinuation should be avoided unless required for immediate safety concerns. We recommend individualizing opioid tapering based on risk assessment and patient needs and characteristics. Note: There is insufficient evidence to recommend for or against specific tapering strategies and schedules.,What is recommended when risks of long-term opioid therapy outweigh benefits?,tapering to reduced dose or to discontinuation of long-term opioid therapy,,,,
Recommendations,We recommend tapering to reduced dose or to discontinuation of long-term opioid therapy when risks of long-term opioid therapy outweigh benefits. Note: Abrupt discontinuation should be avoided unless required for immediate safety concerns. We recommend individualizing opioid tapering based on risk assessment and patient needs and characteristics. Note: There is insufficient evidence to recommend for or against specific tapering strategies and schedules.,When is it recommended to taper to reduced dose or to discontinuation of long-term opioid therapy?,when risks of long-term opioid therapy outweigh benefits,,,,
Recommendations,We recommend tapering to reduced dose or to discontinuation of long-term opioid therapy when risks of long-term opioid therapy outweigh benefits. Note: Abrupt discontinuation should be avoided unless required for immediate safety concerns. We recommend individualizing opioid tapering based on risk assessment and patient needs and characteristics. Note: There is insufficient evidence to recommend for or against specific tapering strategies and schedules.,What should be avoided unless required for immediate safety concerns?,Abrupt discontinuation,,,,
Recommendations,We recommend tapering to reduced dose or to discontinuation of long-term opioid therapy when risks of long-term opioid therapy outweigh benefits. Note: Abrupt discontinuation should be avoided unless required for immediate safety concerns. We recommend individualizing opioid tapering based on risk assessment and patient needs and characteristics. Note: There is insufficient evidence to recommend for or against specific tapering strategies and schedules.,It is recommended to individualize opioid tapering based on what?,risk assessment and patient needs and characteristics,,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.","What kind of care is recommended that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior?",interdisciplinary,,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.",What does interdisciplinary care do?,"addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior",,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.",What treatment is recommended to offer for opioid use disorder to patients with chronic pain and opioid use disorder?,medication assisted treatment,,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.",Who are recommended to be offered medication assisted treatment? ,patients with chronic pain and opioid use disorder,,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.",Medication assisted treatment is recommended for what?,opioid use disorder,,,,
Recommendations,"We recommend interdisciplinary care that addresses pain, substance use disorders, and/or mental health problems for patients presenting with high risk and/or aberrant behavior. We recommend offering medication assisted treatment for opioid use disorder to patients with chronic pain and opioid use disorder. Note: See the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders.",Where can we find information on the Management of Substance Use Disorders?,VA/DoD Clinical Practice Guideline,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",What is recommended for mild-to-moderate acute pain?,alternatives to opioids,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",Alternatives to opioids are recommended for what?,mild-to-moderate acute pain,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",When is it suggested to use multimodal pain care including non-opioid medications as indicated?,when opioids are used for acute pain,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",What is suggested to be used when opioids are used for acute pain?,multimodal pain care including non-opioid medications as indicated,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",What is recommended if take-home opioids are prescribed?,immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.","If take-home opioids are prescribed, what is the recommended dose of immediate-release opioids?",lowest effective,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.","If take-home opioids are prescribed, when is the opioid therapy reassessment recommended?",no later than 3-5 days,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.","If take-home opioids are prescribed, why is it recommended to have opioid therapy reassessment no later than 3-5 days?",to determine if adjustments or continuing opioid therapy is indicated,,,,
Recommendations,"We recommend alternatives to opioids for mild-to-moderate acute pain. We suggest use of multimodal pain care including non-opioid medications as indicated when opioids are used for acute pain. If take-home opioids are prescribed, we recommend that immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if adjustments or continuing opioid therapy is indicated. Note: Patient education about opioid risks and alternatives to opioid therapy should be offered.",What should be offered to patients?,education about opioid risks and alternatives to opioid therapy,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",The CPG follows an algorithm that is designed to do what?,facilitate understanding of the clinical pathway and decision making process used in management of LOT,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",The use of the algorithm format as a way to represent patient management was chosen based on what?,the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",What does the work Group recognize?,not all clinical practices are linear,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",What does the simplified linear approach depicted through the algorithm and its format allow?,to assess the critical information needed at the major decision points in the clinical process,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",Who does assess the critical information needed at the major decision points in the clinical process?,the provider,,,,
Algorithm,"This CPG follows an algorithm that is designed to facilitate understanding of the clinical pathway and decision making process used in management of LOT. The use of the algorithm format as a way to represent patient management was chosen based on the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use. Although the Work Group recognizes that not all clinical practices are linear, the simplified linear approach depicted through the algorithm and its format allows the provider to assess the critical information needed at the major decision points in the clinical process. It includes an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken.",What does the algorithm include?,"an ordered sequence of steps of care, recommended observations and examinations, decisions to be considered, actions to be taken",,,,
Module A: Determination of Appropriateness for Opioid Therapy,"Module A is about determination of appropriateness for opioid therapy. Note: Non-pharmacologic and non-opioid pharmacologic therapies are preferred for chronic pain. If a patient is with chronic pain and has been on daily OT for pain for more than 3 months, then proceed to module D. If a patient is with chronic pain and has not been on daily OT for pain for more than 3 months, then obtain biopsychosocial assessment. Then educate or re-educate on non-opioid management, self-management to improve function and quality of life, realistic expectations and limitations of medical treatment. Then implement and optimize non-opioid treatments for chronic pain (e.g., physical, psychological, and complementary and integrative treatments). If the treatments are effective in managing pain and optimizing function, then exit algorithm; manage with non-opioid modalities. If the treatments are not effective in managing pain and optimizing function, then complete opioid risk assessment and see if patient risks outweigh benefits by considering strength and number of risk factors and patient preference. If patient risk outweighs benefits, then see whether referral/consultation for evaluation and treatment is indicated (e.g., mental health, SUD, more intensive interdisciplinary care). If referral/consultation for evaluation and treatment is indicated, then refer/consult with appropriate interdisciplinary treatments. If referral/consultation for evaluation and treatment is not indicated, then see if the patient is willing to engage in a comprehensive pain care plan. Also when referral/consultation for evaluation and treatment is indicated, then after referral/consultation with appropriate interdisciplinary treatments, see if the patient is willing to engage in a comprehensive pain care plan. If the patient is not willing to engage in a comprehensive pain care plan, then exit algorithm; manage with non-opioid modalities. If the patient is willing to engage in a comprehensive pain care plan, then educate the patient and family about treatment options, including education on known risks and unknown long-term benefits of OT, risks of SUD and overdose, need for risk mitigation strategies, naloxone rescue. Then see if adding OT to comprehensive pain therapy is indicated at this time. If adding OT to comprehensive pain therapy is indicated at this time, then see if the patient is prepared to accept responsibilities and the provider is prepared to implement risk mitigation strategies. If adding OT to comprehensive pain therapy is not indicated at this time, then exit algorithm; manage with non-opioid modalities. If the patient is prepared to accept responsibilities and the provider is prepared to implement risk mitigation strategies, then discuss and complete written informed consent with patient and family, determine and document treatment plan, and proceed to module B. If the patient is not prepared to accept responsibilities or the provider is not prepared to implement risk mitigation strategies, then exit algorithm; manage with non-opioid modalities.",What is Module A about?,determination of appropriateness for opioid therapy,,,,
