Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",Under which circumstances risks of opioid therapy outweigh benefits?,"lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects",,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",Which factors may indicate the need for more frequent follow-up?,"non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes",,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",Which factor can help identify non-adherence to a comprehensive pain care plan?,attendance at appointment,,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",What is an example of non-adherence to opioid prescription?,using more than prescribed and/or running out early,,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",What are the characteristics of higher risk medication?,"high-dose opioids, combination of opioids and benzodiazepines",,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",What is MEDD?,morphine equivalent daily dose,,,,
Module B: Treatment with Opioid Therapy,"Necessary risk mitigation strategies are OEND, UDT, PDMP, face-to-face follow-up with frequency determined by risk. Indications for tapering and discontinuation are as follows: risks of OT outweigh benefits, patient preference, diversion. Risks of opioid therapy outweigh benefits under the following circumstances: lack of clinically meaningful improvement in function, concomitant use of medications that increase risk of overdose, co-occurring medical or mental health conditions that increase risk, concerns about OUD or other SUD, patient non-compliance with opioid safety measures and opioid risk mitigation strategies, patient non-participation in a comprehensive pain care plan, prescribed dose higher than the maximal recommended dose, pain condition not effectively treated with opioids (e.g., back pain with normal MRI; fibromyalgia), medical or mental health comorbidities that increase risk, improvement in the underlying pain condition being treated, unmanageable side effects. Factors that may indicate need for more frequent follow-up are non-adherence to comprehensive pain care plan (e.g., attendance at appointment), unexpected UDT and PDMP results, non-adherence to opioid prescription (e.g., using more than prescribed and/or running out early), higher risk medication characteristics (e.g., high-dose opioids, combination of opioids and benzodiazepines), patients with mental health, medical, or SUD comorbidities that increase risk for adverse outcomes. MEDD refers to morphine equivalent daily dose; MRI refers to magnetic resonance imaging; OEND refers to Overdose Education and Naloxone Distribution.",What does OEND refer to?,Overdose Education and Naloxone Distribution,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What is Module C about?,tapering or discontinuation of opioid therapy,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if there is an indication to taper to reduced dose or taper to discontinuation?,repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD.,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if the patient demonstrates signs or symptoms of SUD?,see whether the patient is willing to engage in SUD therapy,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if the patient is willing to engage in SUD therapy?,"access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities",,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if the patient does not demonstrate signs or symptoms of SUD?,look for evidence of diversion,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if there is evidence of diversion?,immediately discontinue opioid therapy,,,,
Module C: Tapering or Discontinuation of Opioid Therapy,"Module C is on tapering or discontinuation of opioid therapy. If there is indication to taper to reduced dose or taper to discontinuation, repeat comprehensive biopsychosocial assessment. Then see if the patient demonstrates signs or symptoms of SUD. If the patient demonstrates signs or symptoms of SUD, then see whether the patient is willing to engage in SUD therapy. If the patient is willing to engage in SUD therapy, then access specialized SUD care with monitoring and follow-up appropriate for the patient’s needs (e.g., MAT, treatment for comorbidities), see VA/DoD SUD CPG, exit algorithms and manage with non-opioid modalities. If the patient does not demonstrate signs or symptoms of SUD, then look for evidence of diversion. If there is evidence of diversion, then immediately discontinue opioid therapy. If there is no evidence of diversion, then look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider). If there is high risk or dangerous behavior or the patient is not willing to engage in SUD therapy or immediately after discontinuing OT, then address safety and misuse, assess for withdrawal symptoms and offer expedited taper, immediate discontinuation or detox as indicated, continue to monitor for SUD and mental health comorbidities and offer treatment as indicated (see VA/DoD SUD CPG and Academic Detailing Tapering Document), exit algorithm and manage with non-opioid modalities. If there is no high risk or dangerous behavior, then develop an individualized tapering treatment plan (including pace of tapering, setting of care) based on patient and treatment characteristics. Follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics. At each interaction with patient, consider the followings: educate on self-management and risks of OT, optimize whole person approach to pain care, optimize treatment of co-occurring mental health conditions, optimize non-opioid pain treatment modalities, reassess for OUD and readiness for OUD treatment as indicated. If the patient is resistant to taper or there is high risk or dangerous behaviors or there is an increase in patient distress, then repeat comprehensive biopsychosocial assessment and see if an SUD is identified. If an SUD is identified, then find out if the patient is willing to engage in SUD therapy. If an SUD is not identified, then identify the followings: use of opioids to modulate emotions (i.e., “chemical coping”), untreated or undertreated psychiatric disorder. If an SUD is not identified and there is use of opioids to modulate emotions or an untreated or undertreated psychiatric disorder, then engage the patient in appropriate behavioral and/or psychiatric treatment, ideally in an interdisciplinary setting, consider reduced rate of taper or pause in taper for patients actively engaged in skills training. If the patient is fearful and/or anxious about taper and ability to function on lower dose or without opioids, then provide additional education about whole person pain care and LOT and reassurance that the patient will not be abandoned, consider more frequent follow-up using the expanded care team (registered nurse, clinical pharmacist, health coach, mental health provider), consider reduced rate of taper or pause in taper for patients actively engaged in skills training, reassess for OUD throughout the taper. If there is concern for diversion, then immediately discontinue opioid therapy. If there is no concern for diversion, then follow-up 1 week to 1 month after each change in dosage and after discontinuation considering patient and treatment characteristics.",What to do if there is no evidence of diversion?,"look for high-risk or dangerous behavior (e.g., overdose event, accidents, and threatening provider)",,,,
